index,etc_pass,lon,lat,koppen,year_length_layer1,year_length_layer2,year_length_layer3,year_length_layer4,year_length_layer5,network
PBO_H2O#TENSLEEPTR.csv,1,-107.38755,43.9529,7.0,1.0,,,,,PBO_H2O
PBO_H2O#TEPUSQUET.csv,1,-120.23985,34.87055,9.0,1.0,,,,,PBO_H2O
PBO_H2O#TRESPIEDRA.csv,0,-105.91085,36.63517,7.0,,,,,,PBO_H2O
PBO_H2O#TUBA-CITY.csv,0,-111.13,36.1428,5.0,,,,,,PBO_H2O
PBO_H2O#Upington.csv,0,21.25757,-28.40722,4.0,,,,,,PBO_H2O
PBO_H2O#VAUGHNPTRL.csv,0,-105.1836,34.60139,7.0,,,,,,PBO_H2O
PBO_H2O#VERNONHILL.csv,0,-112.3614,40.07812,7.0,,,,,,PBO_H2O
PBO_H2O#VIDALJUNCT.csv,0,-114.5994,34.18893,4.0,,,,,,PBO_H2O
PBO_H2O#VIGUSBUTTE.csv,0,-117.18653,39.52114,7.0,,,,,,PBO_H2O
PBO_H2O#VIMT-SCGN.csv,1,-118.51441,34.12645,8.0,2.0,,,,,PBO_H2O
PBO_H2O#VINAHELITK.csv,1,-122.02796,39.92912,8.0,2.0,,,,,PBO_H2O
PBO_H2O#WAGONMOUND.csv,0,-104.69799,36.04478,7.0,,,,,,PBO_H2O
PBO_H2O#WANSHIP2.csv,0,-111.41471,40.80757,26.0,,,,,,PBO_H2O
PBO_H2O#WHEATLAND.csv,0,-104.91059,42.05151,7.0,,,,,,PBO_H2O
PBO_H2O#WHITEWATER.csv,0,-107.7254,48.72607,7.0,,,,,,PBO_H2O
PBO_H2O#WICKSRANCH.csv,1,-120.26703,35.63381,8.0,1.0,,,,,PBO_H2O
PBO_H2O#WILBURLEVA.csv,1,-118.74546,47.75913,7.0,2.0,,,,,PBO_H2O
PBO_H2O#WOODLANDFM.csv,0,-113.8683,42.87892,7.0,,,,,,PBO_H2O
PBO_H2O#WRIGHTSPT.csv,1,-119.00099,43.44675,7.0,1.0,,,,,PBO_H2O
PTSMN#Site-1.csv,0,175.87231,-40.73176,15.0,,,,,,PTSMN
PTSMN#Site-10.csv,0,175.90854,-40.73287,15.0,,,,,,PTSMN
PTSMN#Site-11.csv,0,175.90499,-40.72767,15.0,,,,,,PTSMN
PTSMN#Site-12.csv,0,175.87629,-40.74987,15.0,,,,,,PTSMN
PTSMN#Site-13.csv,0,175.87642,-40.75327,15.0,,,,,,PTSMN
PTSMN#Site-14.csv,0,175.90448,-40.74602,15.0,,,,,,PTSMN
PTSMN#Site-15.csv,0,175.89747,-40.75466,15.0,,,,,,PTSMN
PTSMN#Site-16.csv,0,175.91312,-40.75089,15.0,,,,,,PTSMN
PTSMN#Site-17.csv,0,175.91325,-40.73897,15.0,,,,,,PTSMN
PTSMN#Site-18.csv,0,175.91652,-40.75008,15.0,,,,,,PTSMN
PTSMN#Site-19.csv,0,175.91821,-40.74427,15.0,,,,,,PTSMN
PTSMN#Site-2.csv,0,175.87606,-40.7318,15.0,,,,,,PTSMN
PTSMN#Site-20.csv,0,175.8911,-40.75183,15.0,,,,,,PTSMN
PTSMN#Site-3.csv,0,175.86601,-40.73629,15.0,,,,,,PTSMN
PTSMN#Site-4.csv,0,175.8639,-40.73939,15.0,,,,,,PTSMN
PTSMN#Site-5.csv,0,175.88031,-40.74677,15.0,,,,,,PTSMN
PTSMN#Site-6.csv,0,175.88929,-40.74428,15.0,,,,,,PTSMN
PTSMN#Site-7.csv,0,175.90196,-40.74173,15.0,,,,,,PTSMN
PTSMN#Site-8.csv,0,175.90059,-40.73123,15.0,,,,,,PTSMN
PTSMN#Site-9.csv,0,175.90189,-40.73486,15.0,,,,,,PTSMN
REMEDHUS#Canizal.csv,0,-5.35997,41.19603,7.0,,,,,,REMEDHUS
REMEDHUS#Carramedina.csv,0,-5.1614,41.31243,7.0,,,,,,REMEDHUS
REMEDHUS#Carretoro.csv,0,-5.38049,41.26504,7.0,,,,,,REMEDHUS
REMEDHUS#CasaGorrizo.csv,1,-5.47197,41.23432,7.0,1.0,,,,,REMEDHUS
REMEDHUS#CasaPeriles.csv,0,-5.32146,41.39392,7.0,,,,,,REMEDHUS
REMEDHUS#ConcejodelMonte.csv,0,-5.24704,41.3001,7.0,,,,,,REMEDHUS
REMEDHUS#ElCoto.csv,0,-5.42922,41.38134,7.0,,,,,,REMEDHUS
REMEDHUS#ElTomillar.csv,0,-5.49027,41.34888,7.0,,,,,,REMEDHUS
REMEDHUS#Granja-g.csv,0,-5.37566,41.30582,7.0,,,,,,REMEDHUS
REMEDHUS#GranjaToresana.csv,0,-5.44884,41.46426,7.0,,,,,,REMEDHUS
REMEDHUS#Guarena.csv,1,-5.29738,41.20048,7.0,2.0,,,,,REMEDHUS
REMEDHUS#Guarrati.csv,0,-5.46713,41.2892,7.0,,,,,,REMEDHUS
REMEDHUS#LaAtalaya.csv,0,-5.39757,41.14894,7.0,,,,,,REMEDHUS
REMEDHUS#LaCruzdeElias.csv,1,-5.30003,41.28546,7.0,4.0,,,,,REMEDHUS
REMEDHUS#LasArenas.csv,0,-5.5485,41.37338,7.0,,,,,,REMEDHUS
REMEDHUS#LasBodegas.csv,0,-5.47708,41.18264,7.0,,,,,,REMEDHUS
REMEDHUS#LasBrozas.csv,0,-5.3587,41.44649,7.0,,,,,,REMEDHUS
REMEDHUS#LasEritas.csv,1,-5.41558,41.20548,7.0,3.0,,,,,REMEDHUS
REMEDHUS#LasTresRayas.csv,0,-5.5919,41.27473,7.0,,,,,,REMEDHUS
REMEDHUS#LasVacas.csv,0,-5.22474,41.34709,7.0,,,,,,REMEDHUS
REMEDHUS#LasVictorias.csv,0,-5.37403,41.42413,7.0,,,,,,REMEDHUS
REMEDHUS#LlanosdelaBoveda.csv,1,-5.33113,41.35757,7.0,4.0,,,,,REMEDHUS
REMEDHUS#Paredinas.csv,0,-5.41099,41.45586,7.0,,,,,,REMEDHUS
REMEDHUS#Zamarron.csv,0,-5.54427,41.23923,7.0,,,,,,REMEDHUS
RISMA#CEF.csv,0,-75.71978,45.38546,26.0,,,,,,RISMA
RISMA#MB1.csv,0,-98.01924,49.56234,26.0,,,,,,RISMA
RISMA#MB10.csv,0,-97.34829,49.97536,26.0,,,,,,RISMA
RISMA#MB11.csv,0,-97.57337,50.11131,26.0,,,,,,RISMA
RISMA#MB12.csv,0,-97.59801,50.18998,26.0,,,,,,RISMA
RISMA#MB13.csv,0,-99.38716,49.93262,26.0,,,,,,RISMA
RISMA#MB2.csv,0,-97.93374,49.4925,26.0,,,,,,RISMA
RISMA#MB3.csv,0,-97.95649,49.51951,26.0,,,,,,RISMA
RISMA#MB4.csv,0,-97.98813,49.63609,26.0,,,,,,RISMA
RISMA#MB5.csv,0,-97.95781,49.62145,26.0,,,,,,RISMA
RISMA#MB6.csv,0,-97.95957,49.67877,26.0,,,,,,RISMA
RISMA#MB7.csv,0,-98.00762,49.66552,26.0,,,,,,RISMA
RISMA#MB8.csv,0,-97.98237,49.75253,26.0,,,,,,RISMA
RISMA#MB9.csv,0,-98.02397,49.69462,26.0,,,,,,RISMA
RISMA#ON2.csv,0,-74.9479,45.4016,26.0,,,,,,RISMA
RISMA#ON3.csv,0,-74.99708,45.36263,26.0,,,,,,RISMA
RISMA#ON4.csv,1,-75.01928,45.31403,26.0,1.0,,1.0,1.0,,RISMA
RISMA#ON5.csv,0,-75.00314,45.37686,26.0,,,,,,RISMA
RISMA#ON6.csv,1,-74.93418,45.33581,26.0,1.0,,1.0,,,RISMA
RISMA#SK1.csv,0,-106.56494,51.33484,26.0,,,,,,RISMA
RISMA#SK2.csv,0,-106.5639,51.33504,26.0,,,,,,RISMA
RISMA#SK3.csv,0,-106.46923,51.38415,26.0,,,,,,RISMA
RISMA#SK4.csv,0,-106.41583,51.38164,26.0,,,,,,RISMA
RSMN#Adamclisi.csv,0,27.96591,44.08829,7.0,,,,,,RSMN
RSMN#Alexandria.csv,0,25.35286,43.97781,25.0,,,,,,RSMN
RSMN#Bacles.csv,1,23.1129,44.47617,25.0,2.0,,,,,RSMN
RSMN#Banloc.csv,0,21.13626,45.3829,14.0,,,,,,RSMN
RSMN#Barlad.csv,0,27.64438,46.23313,25.0,,,,,,RSMN
RSMN#Calarasi.csv,0,27.33852,44.20572,7.0,,,,,,RSMN
RSMN#ChisineuCris.csv,0,21.54177,46.51868,26.0,,,,,,RSMN
RSMN#Corugea.csv,0,28.34225,44.73444,7.0,,,,,,RSMN
RSMN#Cotnari.csv,0,26.92546,47.3583,26.0,,,,,,RSMN
RSMN#Darabani.csv,0,26.57325,48.19477,26.0,,,,,,RSMN
RSMN#Dej.csv,0,23.89892,47.12796,26.0,,,,,,RSMN
RSMN#Dumbraveni.csv,0,24.59161,46.22786,26.0,,,,,,RSMN
RSMN#Iasi.csv,0,27.62546,47.16315,26.0,,,,,,RSMN
RSMN#Oradea.csv,0,21.89612,47.0358,26.0,,,,,,RSMN
RSMN#RosioriideVede.csv,0,24.97872,44.10711,25.0,,,,,,RSMN
RSMN#SannicolauMare.csv,0,20.60159,46.07156,26.0,,,,,,RSMN
RSMN#SatuMare.csv,0,22.88737,47.72144,26.0,,,,,,RSMN
RSMN#Slatina.csv,0,24.35446,44.44211,25.0,,,,,,RSMN
RSMN#Slobozia.csv,0,27.38373,44.55278,7.0,,,,,,RSMN
RSMN#Tecuci.csv,0,27.40901,45.84164,25.0,,,,,,RSMN
Ru_CFR#Fyodorovskoyedrysprucestand.csv,0,32.90188,56.4476,26.0,,,,,,Ru_CFR
SASMAS#BlueWrenPk.csv,1,150.4894,-32.3828,14.0,1.0,,1.0,,,SASMAS
SASMAS#Brunbrae.csv,1,150.1336,-31.9331,14.0,1.0,,1.0,,,SASMAS
SASMAS#Cullingral.csv,0,150.3336,-32.1578,14.0,,,,,,SASMAS
SASMAS#Cumbo.csv,0,149.8822,-32.4061,14.0,,,,,,SASMAS
SASMAS#Dales.csv,1,150.4317,-31.9469,14.0,,,,,,SASMAS
SASMAS#Illogan.csv,1,150.07,-32.1486,14.0,1.0,,1.0,,,SASMAS
SASMAS#Kilwirrin.csv,1,150.07,-32.0419,14.0,1.0,,1.0,,,SASMAS
SASMAS#MaramPk.csv,0,150.3114,-32.2417,14.0,,,,,,SASMAS
SASMAS#MerriwaPk.csv,1,150.3747,-32.1117,14.0,1.0,,1.0,,,SASMAS
SASMAS#Midlothian.csv,1,150.3511,-32.0222,14.0,1.0,,1.0,,,SASMAS
SASMAS#Nagoli.csv,1,150.0114,-32.0208,14.0,1.0,,1.0,,,SASMAS
SASMAS#PembrokeSth.csv,1,150.1461,-32.0394,14.0,1.0,,1.0,,,SASMAS
SASMAS#Roscommon.csv,1,150.07,-32.1606,14.0,1.0,,1.0,,,SASMAS
SASMAS#Widden.csv,0,150.3592,-32.5258,14.0,,,,,,SASMAS
SCAN#AAMU-jtg.csv,1,-86.55,34.783,14.0,4.0,4.0,4.0,3.0,3.0,SCAN
SCAN#Abrams.csv,0,-97.083,37.133,14.0,,,,,,SCAN
SCAN#AdamsRanch.csv,0,-105.417,34.25,7.0,,,,,,SCAN
SCAN#Alcalde.csv,0,-106.05,36.083,7.0,,,,,,SCAN
SCAN#AlkaliMesa.csv,0,-109.367,37.667,7.0,,,,,,SCAN
SCAN#AllenFarms.csv,1,-86.9,35.067,14.0,4.0,4.0,4.0,2.0,2.0,SCAN
SCAN#Ames.csv,0,-93.733,42.017,25.0,,,,,,SCAN
SCAN#Aniak.csv,0,-159.58,61.58,27.0,,,,,,SCAN
SCAN#AshValley.csv,0,-120.6872,41.05204,7.0,,,,,,SCAN
SCAN#BeasleyLake.csv,0,-90.65,33.383,14.0,,,,,,SCAN
SCAN#Beaumont.csv,0,-94.29,30.07,14.0,,,,,,SCAN
SCAN#Block3WX.csv,0,-108.433,36.667,5.0,,,,,,SCAN
SCAN#BlueCreek.csv,1,-112.433,41.933,7.0,2.0,2.0,2.0,2.0,2.0,SCAN
SCAN#BodieHills.csv,0,-119.12645,38.26477,7.0,,,,,,SCAN
SCAN#BosqueSeco.csv,0,-66.867,17.967,3.0,,,,,,SCAN
SCAN#BraggFarm.csv,0,-86.6,34.9,14.0,,,,,,SCAN
SCAN#BroadAcres.csv,0,-86.05,32.283,14.0,,,,,,SCAN
SCAN#Buckhorn.csv,0,-119.9534,40.87959,7.0,,,,,,SCAN
SCAN#BuffaloJump.csv,1,-111.183,41.35,7.0,2.0,3.0,3.0,2.0,1.0,SCAN
SCAN#BusbyFarm.csv,1,-92.24667,38.50472,25.0,1.0,1.0,2.0,1.0,1.0,SCAN
SCAN#Bushland.csv,0,-102.1,35.167,7.0,,,,,,SCAN
SCAN#CacheJunction.csv,0,-111.983,41.817,7.0,,,,,,SCAN
SCAN#CanyonLake.csv,1,-161.16354,59.42425,27.0,1.0,,,1.0,1.0,SCAN
SCAN#CarverFarm.csv,1,-92.13475,38.52557,25.0,1.0,2.0,2.0,1.0,1.0,SCAN
SCAN#CaveValley.csv,0,-113.117,37.35,7.0,,,,,,SCAN
SCAN#CentraliaLake.csv,0,-96.167,39.7,25.0,,,,,,SCAN
SCAN#Charkiln.csv,0,-115.833,36.367,7.0,,,,,,SCAN
SCAN#CheckersCreek.csv,0,-164.711,65.403,27.0,,,,,,SCAN
SCAN#ChickenRidge.csv,1,-111.3,41.333,26.0,2.0,2.0,2.0,2.0,2.0,SCAN
SCAN#Circleville.csv,0,-112.25,38.15,7.0,,,,,,SCAN
SCAN#CMRBLTAR-MO.csv,0,-92.11942,39.2285,25.0,,,,,,SCAN
SCAN#CochoraRanch.csv,1,-119.6,35.12,7.0,2.0,3.0,3.0,2.0,3.0,SCAN
SCAN#ConradAgRc.csv,1,-111.917,48.3,7.0,2.0,2.0,2.0,3.0,3.0,SCAN
SCAN#CookFarmFieldD.csv,0,-117.08,46.78,18.0,,,,,,SCAN
SCAN#Corozal.csv,0,-66.03,18.32,1.0,,,,,,SCAN
SCAN#Cper.csv,1,-104.71,40.82,7.0,2.0,2.0,2.0,2.0,2.0,SCAN
SCAN#CrescentLake.csv,0,-93.95,45.417,25.0,,,,,,SCAN
SCAN#Crossroads.csv,0,-103.25,33.533,7.0,,,,,,SCAN
SCAN#Cullman-NAHRC.csv,1,-86.8,34.2,14.0,4.0,3.0,4.0,3.0,3.0,SCAN
SCAN#DeathValleyJCT.csv,0,-116.35,36.33,4.0,,,,,,SCAN
SCAN#DeepSprings.csv,0,-117.97,37.37,5.0,,,,,,SCAN
SCAN#DeeRiverRanch.csv,0,-88.317,33.1,14.0,,,,,,SCAN
SCAN#DesertCenter.csv,0,-115.31,33.8,4.0,,,,,,SCAN
SCAN#Dexter.csv,0,-89.933,36.783,14.0,,,,,,SCAN
SCAN#DoeRidge.csv,0,-118.83,37.63,18.0,,,,,,SCAN
SCAN#Dugway.csv,0,-113.0167,40.167,5.0,,,,,,SCAN
SCAN#EagleLake.csv,0,-120.72,40.62,18.0,,,,,,SCAN
SCAN#Eastland.csv,0,-109.167,37.783,7.0,,,,,,SCAN
SCAN#EastviewFarm.csv,1,-86.183,35.133,14.0,4.0,4.0,4.0,4.0,4.0,SCAN
SCAN#ElsberryPMC.csv,1,-90.78278,39.15306,25.0,2.0,2.0,2.0,2.0,1.0,SCAN
SCAN#Enterprise.csv,0,-113.65,37.633,7.0,,,,,,SCAN
SCAN#Ephraim.csv,0,-111.567,39.4167,7.0,,,,,,SCAN
SCAN#ErosDataCenter.csv,0,-96.617,43.733,25.0,,,,,,SCAN
SCAN#Essex.csv,0,-115.17,34.67,4.0,,,,,,SCAN
SCAN#EvergladesArs.csv,0,-80.55,25.5,3.0,,,,,,SCAN
SCAN#FordDryLake.csv,1,-115.1,33.65,4.0,2.0,2.0,2.0,2.0,2.0,SCAN
SCAN#FortAssiniboine.csv,1,-109.8,48.483,7.0,4.0,4.0,4.0,3.0,4.0,SCAN
SCAN#FortReno.csv,0,-98.017,35.55,14.0,,,,,,SCAN
SCAN#Fortuna.csv,0,-66.533,18.033,3.0,,,,,,SCAN
SCAN#FrenchGulch.csv,0,-122.55083,40.79361,8.0,,,,,,SCAN
SCAN#Geneva.csv,0,-77.033,42.883,26.0,,,,,,SCAN
SCAN#GlacialRidge.csv,0,-96.267,47.717,26.0,,,,,,SCAN
SCAN#GoodwinCreekPasture.csv,0,-89.867,34.25,14.0,,,,,,SCAN
SCAN#GoodwinCreekTimber.csv,0,-89.9,34.233,14.0,,,,,,SCAN
SCAN#Goshute.csv,0,-114.0,39.983,7.0,,,,,,SCAN
SCAN#Grantsville.csv,1,-112.4,40.583,7.0,2.0,2.0,2.0,1.0,1.0,SCAN
SCAN#GreenRiver.csv,0,-110.167,39.017,5.0,,,,,,SCAN
SCAN#GrouseCreek.csv,1,-113.817,41.783,7.0,2.0,3.0,3.0,3.0,3.0,SCAN
SCAN#GuilarteForest.csv,0,-66.767,18.15,1.0,,,,,,SCAN
SCAN#GulkanaRiver.csv,0,-145.37513,62.40962,19.0,,,,,,SCAN
SCAN#HalsCanyon.csv,0,-113.75,38.6,5.0,,,,,,SCAN
SCAN#HarmsWay.csv,0,-109.233,38.317,7.0,,,,,,SCAN
SCAN#HartselleUSDA.csv,1,-87.0,34.433,14.0,2.0,2.0,2.0,2.0,2.0,SCAN
SCAN#HayfordPeak.csv,0,-115.2,37.65,5.0,,,,,,SCAN
SCAN#Hodges.csv,1,-86.15,34.45,14.0,3.0,3.0,3.0,3.0,3.0,SCAN
SCAN#Holden.csv,0,-112.4,39.2,7.0,,,,,,SCAN
SCAN#HubbardBrook.csv,0,-71.717,43.933,26.0,,,,,,SCAN
SCAN#Hytop.csv,0,-86.1,34.867,14.0,,,,,,SCAN
SCAN#IkalukrokCreek.csv,0,-163.0,68.08,29.0,,,,,,SCAN
SCAN#IsbellFarms.csv,0,-87.983,34.817,14.0,,,,,,SCAN
SCAN#IslandDairy.csv,0,-155.283,20.0,1.0,,,,,,SCAN
SCAN#JohnsonFarm.csv,0,-101.717,40.367,7.0,,,,,,SCAN
SCAN#Jordan.csv,1,-107.133,47.517,7.0,3.0,3.0,3.0,3.0,3.0,SCAN
SCAN#JordanValleyCwma.csv,0,-117.017,42.95,7.0,,,,,,SCAN
SCAN#JornadaExpRange.csv,1,-106.7,32.55,5.0,2.0,3.0,3.0,3.0,3.0,SCAN
SCAN#JournaganRanch.csv,0,-92.26,37.0,14.0,,,,,,SCAN
SCAN#Kainaliu.csv,0,-155.933,19.533,15.0,3.0,3.0,3.0,3.0,3.0,SCAN
SCAN#KanaryagakCamp.csv,0,-165.12,61.36,27.0,,,,,,SCAN
SCAN#KanutiLake.csv,0,-151.742,66.177,27.0,,,,,,SCAN
SCAN#KemoleGulch.csv,0,-155.583,19.917,9.0,,,,,,SCAN
SCAN#Kingsville.csv,1,-97.88,27.55,6.0,1.0,1.0,1.0,1.0,2.0,SCAN
SCAN#KnoxCity.csv,1,-99.87,33.45,7.0,2.0,2.0,2.0,2.0,2.0,SCAN
SCAN#KoptisFarms.csv,0,-87.7,30.517,14.0,,,,,,SCAN
SCAN#Ku-nesa.csv,0,-95.183,39.05,25.0,,,,,,SCAN
SCAN#Kukuihaele.csv,0,-155.517,20.1,1.0,,,,,,SCAN
SCAN#KyleCanyon.csv,0,-115.617,36.267,18.0,,,,,,SCAN
SCAN#Lehman.csv,0,-102.75,33.633,7.0,,,,,,SCAN
SCAN#Levelland.csv,0,-102.367,33.55,7.0,,,,,,SCAN
SCAN#Lind.csv,1,-118.567,47.0,7.0,4.0,4.0,4.0,4.0,4.0,SCAN
SCAN#LINDSAY.csv,1,-105.19,47.21,7.0,2.0,2.0,2.0,2.0,2.0,SCAN
SCAN#LittleRedFox.csv,0,-110.3,40.183,5.0,,,,,,SCAN
SCAN#LittleRiver.csv,0,-83.55,31.5,14.0,,,,,,SCAN
SCAN#LittleWashita.csv,0,-97.983,34.95,14.0,,,,,,SCAN
SCAN#Livingston-UWA.csv,0,-88.2,32.6,14.0,,,,,,SCAN
SCAN#LosLunasPmc.csv,0,-106.767,34.767,5.0,,,,,,SCAN
SCAN#LovellSummit.csv,0,-115.617,36.167,7.0,,,,,,SCAN
SCAN#LovelockNnr.csv,0,-118.183,40.033,5.0,,,,,,SCAN
SCAN#LowerMulchatna.csv,0,-156.99,59.82,27.0,,,,,,SCAN
SCAN#LyeBrook.csv,0,-73.033,43.05,26.0,,,,,,SCAN
SCAN#LynhartRanch.csv,0,-121.383,42.017,7.0,,,,,,SCAN
SCAN#MahantangoCk.csv,0,-76.667,40.667,25.0,,,,,,SCAN
SCAN#MammothCave.csv,1,-86.033,37.183,14.0,4.0,4.0,4.0,3.0,3.0,SCAN
SCAN#ManaHouse.csv,0,-155.533,19.95,15.0,,,,,,SCAN
SCAN#Mandan.csv,0,-100.917,46.767,7.0,,,,,,SCAN
SCAN#Manderfield.csv,0,-112.65,38.367,7.0,,,,,,SCAN
SCAN#MarbleCreek.csv,0,-118.417,37.783,7.0,,,,,,SCAN
SCAN#MaricaoForest.csv,0,-67.0,18.15,1.0,4.0,4.0,4.0,4.0,4.0,SCAN
SCAN#MarkTwainHS.csv,0,-91.51401,39.51311,25.0,,,,,,SCAN
SCAN#MascomaRiver.csv,0,-72.033,43.783,26.0,,,,,,SCAN
SCAN#Mason.csv,0,-89.9,40.3167,25.0,,,,,,SCAN
SCAN#Mayday.csv,0,-90.517,32.867,14.0,,,,,,SCAN
SCAN#McalisterFarm.csv,1,-86.583,35.067,14.0,4.0,4.0,4.0,2.0,3.0,SCAN
SCAN#MccrackenMesa.csv,0,-109.333,37.45,5.0,,,,,,SCAN
SCAN#Milford.csv,0,-113.0167,38.35,7.0,,,,,,SCAN
SCAN#Moccasin.csv,1,-109.95,47.05,7.0,3.0,3.0,3.0,3.0,3.0,SCAN
SCAN#MollyCaren.csv,0,-83.45,39.95,25.0,,,,,,SCAN
SCAN#MonoclineRidge.csv,1,-120.55463,36.54417,7.0,2.0,2.0,2.0,2.0,2.0,SCAN
SCAN#MooseInc.csv,0,-151.367,59.683,19.0,,,,,,SCAN
SCAN#Morgan.csv,0,-111.683,41.0,26.0,,,,,,SCAN
SCAN#MorrisFarms.csv,0,-85.917,32.417,14.0,,,,,,SCAN
SCAN#MorrowsFarm.csv,0,-107.367,32.467,5.0,,,,,,SCAN
SCAN#MountainHome.csv,0,-110.4,40.367,7.0,,,,,,SCAN
SCAN#MountMansfield.csv,0,-72.833,44.533,26.0,,,,,,SCAN
SCAN#MtVernon.csv,1,-93.883,37.067,25.0,4.0,4.0,4.0,1.0,2.0,SCAN
SCAN#NaknekRiver.csv,0,-156.57,58.67,27.0,,,,,,SCAN
SCAN#Nenana.csv,0,-148.917,64.683,27.0,,,,,,SCAN
SCAN#Nephi.csv,0,-111.867,39.65,7.0,,,,,,SCAN
SCAN#NewbyFarm.csv,1,-86.883,34.85,14.0,2.0,2.0,2.0,2.0,2.0,SCAN
SCAN#Newton.csv,0,-89.083,32.333,14.0,,,,,,SCAN
SCAN#NorthIssaquena.csv,0,-91.067,33.0,14.0,,,,,,SCAN
SCAN#NPiedmontArec.csv,1,-78.117,38.233,14.0,4.0,4.0,4.0,3.0,3.0,SCAN
SCAN#Nunn.csv,0,-104.733,40.867,7.0,,,,,,SCAN
SCAN#Onward.csv,0,-90.933,32.75,14.0,,,,,,SCAN
SCAN#OrchardRangeSite.csv,0,-116.0,43.32,7.0,,,,,,SCAN
SCAN#Panguitch.csv,0,-112.433,37.867,7.0,,,,,,SCAN
SCAN#ParkValley.csv,0,-113.267,41.767,7.0,,,,,,SCAN
SCAN#PeeDee.csv,0,-79.733,34.3,14.0,,,,,,SCAN
SCAN#PerdidoRivFarms.csv,1,-87.55,31.117,14.0,3.0,2.0,2.0,2.0,3.0,SCAN
SCAN#Perthshire.csv,0,-90.9,33.967,14.0,,,,,,SCAN
SCAN#Phillipsburg.csv,0,-99.333,39.783,25.0,,,,,,SCAN
SCAN#PineNut.csv,0,-115.2,36.567,7.0,,,,,,SCAN
SCAN#PorterCanyon.csv,0,-117.617,39.467,7.0,,,,,,SCAN
SCAN#PowderMill.csv,1,-76.85,39.017,14.0,4.0,4.0,4.0,3.0,3.0,SCAN
SCAN#PowellGardens.csv,0,-94.033,38.867,25.0,,,,,,SCAN
SCAN#PrairieView.csv,0,-95.983,30.083,14.0,,,,,,SCAN
SCAN#Price.csv,0,-110.8,39.533,5.0,,,,,,SCAN
SCAN#Princeton.csv,0,-87.833,37.1,14.0,,,,,,SCAN
SCAN#PuaAkala.csv,0,-155.333,19.8,15.0,,,,,,SCAN
SCAN#PuebloPintadoWx.csv,0,-107.633,35.967,5.0,,,,,,SCAN
SCAN#ReeseCenter.csv,0,-102.033,33.617,7.0,,,,,,SCAN
SCAN#ReynoldsHomestead.csv,0,-80.133,36.633,14.0,,,,,,SCAN
SCAN#Riesel.csv,1,-96.88,31.48,14.0,2.0,2.0,2.0,1.0,1.0,SCAN
SCAN#RiverRoadFarms.csv,1,-85.033,31.017,14.0,2.0,2.0,2.0,2.0,2.0,SCAN
SCAN#RockSpringsPa.csv,0,-77.933,40.717,25.0,,,,,,SCAN
SCAN#RogersFarm.csv,0,-96.467,40.85,25.0,,,,,,SCAN
SCAN#SanAngelo.csv,0,-100.51,31.55,6.0,,,,,,SCAN
SCAN#SandHollow.csv,0,-113.35,37.1,7.0,,,,,,SCAN
SCAN#SandyRidge.csv,0,-90.567,33.667,14.0,,,,,,SCAN
SCAN#Schell-Osage.csv,1,-94.04,37.99,25.0,2.0,2.0,2.0,1.0,1.0,SCAN
SCAN#SchorGarden.csv,0,-151.383,59.683,0.0,,,,,,SCAN
SCAN#Scott.csv,0,-91.1,33.617,14.0,,,,,,SCAN
SCAN#SellersLake.csv,0,-81.633,29.1,14.0,,,,,,SCAN
SCAN#Selma.csv,0,-86.883,32.4,14.0,,,,,,SCAN
SCAN#Sevilleta.csv,0,-106.683,34.35,5.0,,,,,,SCAN
SCAN#ShadowMtns.csv,0,-115.72,35.47,5.0,,,,,,SCAN
SCAN#ShagbarkHills.csv,0,-95.767,42.433,25.0,,,,,,SCAN
SCAN#ShawNatureReserve.csv,0,-90.80639,38.47889,25.0,,,,,,SCAN
SCAN#SheepSpringsWX.csv,0,-108.75,36.117,5.0,,,,,,SCAN
SCAN#SHELDON.csv,0,-119.44,41.9,7.0,,,,,,SCAN
SCAN#Shenandoah.csv,1,-79.2,37.917,25.0,3.0,4.0,4.0,4.0,4.0,SCAN
SCAN#Sidney.csv,0,-104.25,47.767,7.0,,,,,,SCAN
SCAN#SilverCity.csv,0,-90.517,33.083,14.0,,,,,,SCAN
SCAN#SilverSword.csv,0,-155.417,19.767,9.0,,,,,,SCAN
SCAN#Spickard.csv,0,-93.717,40.25,25.0,,,,,,SCAN
SCAN#SplitMountain.csv,0,-109.35,40.383,5.0,,,,,,SCAN
SCAN#Spooky.csv,0,-111.267,37.517,5.0,,,,,,SCAN
SCAN#SpringCreek.csv,0,-149.12853,61.65722,19.0,,,,,,SCAN
SCAN#StanleyFarm.csv,1,-86.683,34.433,14.0,4.0,4.0,4.0,2.0,2.0,SCAN
SCAN#Starkville.csv,1,-88.7667,33.633,14.0,4.0,4.0,3.0,3.0,3.0,SCAN
SCAN#Stephenville.csv,1,-98.2,32.25,14.0,2.0,2.0,2.0,2.0,2.0,SCAN
SCAN#Stubblefield.csv,0,-119.47831,34.97018,7.0,,,,,,SCAN
SCAN#SudduthFarms.csv,1,-87.45,34.183,14.0,3.0,3.0,3.0,3.0,3.0,SCAN
SCAN#SunleafNursery.csv,0,-81.083,41.8,25.0,,,,,,SCAN
SCAN#TABLEMOUNTAIN.csv,0,-111.59,45.8,7.0,,,,,,SCAN
SCAN#Tidewater.csv,0,-76.65,35.867,14.0,,,,,,SCAN
